,L1,YEAR,PR,D,F,DOLLARS,L2,OUTLET,UNITS
577,0,2011,214,80,768,5643.56,4,0,860
578,1,2011,540,1274,1439,4720.8,10,0,3539
579,2,2011,81,8,176,1156.54,14,0,312
580,0,2007,4,0,13,72.88,4,0,12
581,1,2007,15,14,34,291.53,10,0,189
582,2,2007,2,2,7,56.81,14,0,19
583,0,2008,179,3,827,6652.17,4,0,1106
584,1,2008,488,655,1797,9996.2,10,0,7286
585,2,2008,52,37,214,1042.71,14,0,335
586,0,2009,250,17,860,6958.14,4,0,1173
587,1,2009,522,903,1969,10238.64,10,0,6779
588,2,2009,54,31,197,1062.13,14,0,325
589,0,2010,229,107,885,7723.67,4,0,1483
590,1,2010,570,899,2236,10983.77,10,0,7053
591,2,2010,52,11,209,1714.12,14,0,444
592,0,2011,194,58,718,6508.08,4,0,1028
593,1,2011,616,1126,2083,10375.26,10,0,6609
594,2,2011,27,6,96,722.13,14,0,168
595,0,2007,3,0,13,68.81,4,0,19
596,1,2007,11,10,30,165.34,10,0,168
597,2,2007,0,0,2,32.66,14,0,4
598,0,2008,96,18,664,6137.96,4,0,1021
599,1,2008,210,351,1714,12154.02,10,0,9433
600,2,2008,7,0,94,1205.21,14,0,172
601,0,2009,133,122,724,6873.91,4,0,1126
602,1,2009,215,241,1741,12850.47,10,0,9701
603,2,2009,11,0,86,810.01,14,0,121
604,0,2010,204,77,805,6739.1,4,0,1177
605,1,2010,219,152,2027,12758.39,10,0,9377
606,2,2010,21,0,124,1041.28,14,0,168
607,0,2011,201,52,858,6315.31,4,0,981
608,1,2011,202,220,2097,12156.43,10,0,8869
609,2,2011,16,0,80,577.79,14,0,101
610,0,2007,2,6,15,187.18,4,0,24
611,1,2007,2,2,19,56.52,10,0,46
612,2,2007,3,0,6,23.12,14,0,8
613,0,2008,208,169,913,6163.85,4,0,1118
614,1,2008,314,248,1371,4548.57,10,0,3115
615,2,2008,48,30,228,949.51,14,0,304
616,0,2009,185,70,730,5152.19,4,0,892
617,1,2009,371,389,1576,5467.23,10,0,3687
618,2,2009,47,48,205,981.5,14,0,303
619,0,2010,204,104,752,5010.19,4,0,1063
620,1,2010,296,469,1493,5201.94,10,0,3549
621,2,2010,48,44,206,810.73,14,0,278
622,0,2011,172,120,663,4274.07,6,0,783
623,1,2011,306,366,1405,5297.27,10,0,3480
624,2,2011,55,12,143,666.91,14,0,180
625,0,2007,1,0,6,31.53,4,0,6
626,1,2007,6,3,23,64.5,10,0,41
627,2,2007,0,0,2,13.77,14,0,3
628,0,2008,69,0,396,2532.22,4,0,448
629,1,2008,169,241,870,3257.8,10,0,2330
630,2,2008,4,0,47,319.02,14,0,60
631,0,2009,100,1,419,2566.41,4,0,437
632,1,2009,203,229,1034,3608.38,10,0,2079
633,2,2009,4,0,47,338.34,14,0,58
634,0,2010,132,4,503,2773.16,4,0,520
635,1,2010,264,371,1214,3777.24,10,0,2186
636,2,2010,6,0,47,312.13,14,0,52
637,0,2011,129,0,516,3111.08,4,0,489
638,1,2011,169,164,1014,3305.01,10,0,1737
639,2,2011,5,0,45,348.31,14,0,59
640,0,2007,2,0,8,24.57,4,0,5
641,1,2007,13,7,42,114.22,10,0,89
642,2,2007,1,0,1,2.99,14,0,1
643,0,2008,171,8,777,4431.5,4,0,770
644,1,2008,304,250,1402,5503.9,10,0,3361
645,2,2008,14,0,69,268.06,14,0,86
646,0,2009,153,41,707,3633.99,4,0,660
647,1,2009,284,388,1264,5254.3,10,0,3050
648,2,2009,15,2,55,189.12,14,0,62
649,0,2010,151,45,698,4109.31,4,0,720
650,1,2010,390,438,1484,5465.89,10,0,3154
651,2,2010,18,1,72,221.23,14,0,66
652,0,2011,120,19,464,2828.33,4,0,455
653,1,2011,325,489,1456,5782.13,10,0,3122
654,2,2011,6,0,38,139.33,14,0,38
655,0,2007,3,0,12,119.26,4,0,35
656,1,2007,10,11,24,98.06,10,0,88
657,2,2007,0,0,1,2.39,14,0,1
658,0,2008,93,13,433,3585.31,4,0,847
659,1,2008,233,332,973,3711.64,10,0,2266
660,2,2008,8,0,52,396.32,14,0,103
661,0,2009,127,29,466,4001.94,4,0,862
662,1,2009,284,309,975,3586.25,10,0,1897
663,2,2009,11,0,68,484.43,14,0,116
664,0,2010,205,19,806,7119.3,4,0,1688
665,1,2010,369,428,1274,5197.61,10,0,2697
666,2,2010,16,0,83,520.55,14,0,139
667,0,2011,256,0,1077,9045.78,4,0,1690
668,1,2011,334,465,1302,5128.15,10,0,2642
669,2,2011,19,0,82,457.2,14,0,133
670,0,2007,2,0,9,37.36,4,0,9
671,1,2007,6,4,17,52.95,10,0,37
672,0,2008,67,10,217,1428.33,4,0,334
673,1,2008,93,176,529,1145.43,10,0,755
674,2,2008,2,0,22,143.57,14,0,27
675,0,2009,82,5,315,1999.31,4,0,462
676,1,2009,93,157,469,902.8,10,0,597
677,2,2009,2,0,24,124.84,14,0,28
678,0,2010,128,26,478,2400.02,4,0,643
679,1,2010,86,312,475,970.32,10,0,650
680,2,2010,6,0,30,168.72,14,0,41
681,0,2011,141,19,717,4632.88,4,0,1028
682,1,2011,155,246,729,1911.62,10,0,1131
683,2,2011,7,0,57,273.05,14,0,76
684,0,2007,4,3,17,167.27,4,0,49
685,1,2007,9,3,23,146.97,11,0,78
686,2,2007,0,0,2,17.57,14,0,3
687,0,2008,126,55,612,6977.45,4,0,1564
688,1,2008,191,296,953,5851.64,10,0,3060
689,2,2008,7,0,77,571.95,14,0,111
690,0,2009,149,42,670,7010.42,4,0,1452
691,1,2009,172,191,874,4647.2,10,0,2346
692,2,2009,13,0,67,610.02,14,0,105
693,0,2010,229,19,861,8210.3,4,0,1846
694,1,2010,189,225,1317,6018.51,10,0,3313
695,2,2010,13,0,94,664.78,14,0,150
696,0,2011,224,1,979,10225.83,4,0,1876
697,1,2011,187,171,1209,5986.16,10,0,3003
698,2,2011,17,0,106,756.29,14,0,163
699,0,2007,8,0,24,214.04,4,0,54
700,1,2007,12,24,46,222.23,10,0,133
701,2,2007,2,0,11,93.4,14,0,46
702,0,2008,429,16,1736,27927.55,4,0,5655
703,1,2008,342,903,1824,16533.21,10,0,10325
704,2,2008,85,1,401,4780.16,14,0,1708
705,0,2009,417,17,1612,26499.04,4,0,5061
706,1,2009,292,905,1660,15710.52,10,0,8805
707,2,2009,110,4,389,3861.17,14,0,1253
708,0,2010,401,71,1603,24761.37,4,0,5153
709,1,2010,440,886,2008,16646.34,10,0,9314
710,2,2010,107,0,375,3434.06,14,0,1148
711,0,2011,354,32,1522,24401.55,4,0,4289
712,1,2011,543,679,2345,15265.43,10,0,8610
713,2,2011,90,0,338,2341.48,14,0,751
714,0,2007,4,0,20,176.54,4,0,38
715,1,2007,9,12,44,103.43,10,0,77
716,2,2007,2,0,7,76.98,14,0,52
717,0,2008,298,5,1344,19214.22,4,0,3759
718,1,2008,310,812,1809,10071.55,10,0,7341
719,2,2008,69,17,276,2974.31,14,0,1064
720,0,2009,354,21,1434,19822.48,4,0,3854
721,1,2009,260,699,1639,10109.59,10,0,6653
722,2,2009,84,0,305,2678.98,14,0,906
723,0,2010,348,21,1542,19472.13,4,0,4048
724,1,2010,393,873,2010,12580.52,10,0,8096
725,2,2010,74,0,299,2316.61,14,0,816
726,0,2011,364,14,1490,21190.6,4,0,3838
727,1,2011,520,532,2420,14370.76,10,0,8623
728,2,2011,73,0,334,2207.01,14,0,655
729,0,2007,3,0,12,98.26,4,0,28
730,1,2007,8,2,25,94.62,10,0,69
731,0,2008,73,4,308,2088.45,4,0,434
732,1,2008,134,249,955,3241.55,10,0,2046
733,2,2008,3,0,36,193.06,14,0,58
734,0,2009,93,4,423,2658.66,4,0,532
735,1,2009,150,251,1067,3389.84,10,0,1985
736,2,2009,5,0,41,259.72,14,0,57
737,0,2010,133,1,513,2793.57,4,0,639
738,1,2010,169,237,1179,4149.95,10,0,2325
739,2,2010,10,0,60,346.19,14,0,81
740,0,2011,134,0,562,3340.4,4,0,578
741,1,2011,197,228,1188,3926.98,10,0,2138
742,2,2011,8,0,50,337.29,14,0,75
743,0,2008,24,32,96,687.03,4,0,128
744,1,2008,164,107,621,1823.19,10,0,1323
745,2,2008,2,4,9,20.07,14,0,7
746,0,2009,41,41,141,1069.3,4,0,193
747,1,2009,201,190,930,3434.31,10,0,2403
748,2,2009,8,9,29,88.52,14,0,38
749,0,2010,8,5,12,143.93,4,0,23
750,1,2010,25,13,61,237.44,10,0,153
751,2,2010,2,0,4,10.02,14,0,5
752,0,2007,2,0,9,29.26,4,0,5
753,1,2007,10,13,18,40.03,10,0,37
754,2,2007,2,0,5,14.65,14,0,5
755,0,2008,69,27,348,1588.14,4,0,265
756,1,2008,259,294,773,1466.43,10,0,959
757,2,2008,15,0,66,186.77,14,0,55
758,0,2009,87,82,312,1321.94,4,0,238
759,1,2009,226,263,621,1364.92,10,0,814
760,2,2009,8,4,39,100.36,14,0,35
761,0,2010,116,123,425,3792.51,4,0,680
762,1,2010,281,268,782,1897.09,10,0,1092
763,2,2010,14,7,53,174.21,14,0,58
764,0,2011,58,28,227,1613.3,4,0,235
765,1,2011,283,104,795,1838.23,10,0,1150
766,2,2011,6,0,26,105.4,14,0,32
767,0,2007,6,0,21,199.55,4,0,34
768,1,2007,7,10,22,80.41,10,0,49
769,2,2007,2,0,5,29.6,14,0,10
770,0,2008,210,104,1037,7109.38,4,0,1237
771,1,2008,380,582,1239,6953.46,10,0,3565
772,2,2008,38,2,187,1028.53,14,0,288
773,0,2009,208,107,790,4829.06,4,0,912
774,1,2009,385,458,1236,6731.43,10,0,3102
775,2,2009,30,4,151,958.39,14,0,245
776,0,2010,170,194,690,4688.06,4,0,893
777,1,2010,361,442,1281,5858.06,10,0,2535
778,2,2010,34,2,175,804.63,14,0,244
779,0,2011,165,62,658,4561.56,4,0,729
780,1,2011,459,708,1381,6968.27,10,0,2971
781,2,2011,27,0,113,701.54,14,0,174
782,0,2007,3,0,14,95.91,4,0,29
783,1,2007,9,7,29,114.29,10,0,69
784,2,2007,1,0,8,55.48,14,0,42
785,0,2008,235,1,1147,10460.92,4,0,2305
786,1,2008,216,257,1041,4465.04,10,0,3228
787,2,2008,60,0,277,2039.89,14,0,767
788,0,2009,254,29,1101,9681.59,4,0,2036
789,1,2009,169,411,883,4260.1,10,0,2687
790,2,2009,88,4,298,1993.13,14,0,647
791,0,2010,273,33,1229,10548.55,4,0,2367
792,1,2010,229,393,1236,5302.17,10,0,3447
793,2,2010,62,0,311,2196.9,14,0,692
794,0,2011,271,2,1187,11254.97,4,0,2184
795,1,2011,306,274,1492,5845.54,10,0,3448
796,2,2011,77,0,317,1896.88,14,0,564
797,0,2007,3,5,11,83.17,4,0,16
798,1,2007,1,1,8,34.37,10,0,27
799,2,2007,1,0,1,7.5,14,0,5
800,0,2008,117,110,449,5116.14,4,0,1016
801,1,2008,127,95,732,2270.0,10,0,1342
802,2,2008,14,2,95,374.59,14,0,128
803,0,2009,65,73,357,3690.77,4,0,667
804,1,2009,138,93,667,2768.68,10,0,1479
805,2,2009,5,0,101,497.75,14,0,140
806,0,2010,136,162,474,4812.51,4,0,901
807,1,2010,135,88,603,1962.35,10,0,1062
808,2,2010,8,0,109,582.67,14,0,161
809,0,2011,104,99,440,5299.56,4,0,829
810,1,2011,97,116,493,1857.36,8,0,1203
811,2,2011,15,0,129,559.7,14,0,199
812,0,2007,0,1,5,41.31,4,0,9
813,1,2007,2,3,6,39.95,10,0,19
814,2,2007,1,0,2,5.59,14,0,3
815,0,2008,12,22,154,1649.83,4,0,321
816,1,2008,68,111,297,1213.76,10,0,786
817,2,2008,4,0,40,194.21,14,0,75
818,0,2007,4,1,19,222.51,4,0,51
819,1,2007,7,7,27,168.78,10,0,90
820,2,2007,0,0,3,21.36,14,0,4
821,0,2008,188,47,648,8679.86,4,0,2300
822,1,2008,186,187,1142,6522.96,10,0,3501
823,2,2008,10,3,97,1061.68,14,0,200
824,0,2009,195,84,742,9983.15,4,0,2132
825,1,2009,204,171,1274,6900.75,10,0,3406
826,2,2009,12,2,90,881.33,14,0,173
827,0,2010,372,124,1196,12802.23,4,0,2983
828,1,2010,274,164,1391,6661.81,10,0,3357
829,2,2010,37,1,140,1078.6,14,0,258
830,0,2011,375,97,1243,15685.09,4,0,2921
831,1,2011,260,239,1438,7265.79,10,0,3706
832,2,2011,44,1,193,1453.46,14,0,332
833,1,2007,3,2,3,2.24,8,0,6
834,1,2008,48,51,84,94.07,10,0,202
835,0,2007,3,0,16,57.21,4,0,14
836,1,2007,3,12,16,68.26,10,0,44
837,2,2007,0,0,1,8.99,14,0,1
838,0,2008,77,13,381,2233.15,4,0,482
839,1,2008,153,413,946,3976.16,10,0,3084
840,2,2008,9,0,51,327.72,14,0,72
841,0,2009,104,16,495,2636.5,4,0,531
842,1,2009,134,525,1040,4713.39,10,0,3539
843,2,2009,10,0,44,282.21,14,0,55
844,0,2010,129,46,562,2777.51,4,0,691
845,1,2010,182,330,1002,3573.76,10,0,2524
846,2,2010,9,1,70,426.55,14,0,96
847,0,2011,144,9,684,3779.79,4,0,748
848,1,2011,222,391,1103,3698.77,10,0,2448
849,2,2011,12,0,64,453.25,14,0,77
850,0,2007,2,0,9,76.29,4,0,24
851,1,2007,4,3,22,62.39,10,0,52
852,2,2007,0,0,2,11.38,14,0,2
853,0,2008,92,15,351,2858.51,4,0,678
854,1,2008,148,194,722,2488.3,10,0,1795
855,2,2008,9,0,38,219.51,14,0,50
856,0,2009,87,23,437,3116.54,4,0,751
857,1,2009,133,249,753,2149.97,10,0,1415
858,2,2009,6,0,39,328.59,14,0,66
859,0,2010,231,56,724,5243.92,4,0,1339
860,1,2010,136,153,657,1837.83,10,0,1159
861,2,2010,7,0,52,240.46,14,0,57
862,0,2011,192,22,754,6233.08,4,0,1287
863,1,2011,197,202,676,2085.13,10,0,1301
864,2,2011,12,0,63,258.91,14,0,77
865,0,2009,86,6,375,1741.61,4,0,349
866,1,2009,216,158,887,2701.45,10,0,1458
867,2,2009,9,0,55,174.94,14,0,56
868,0,2010,154,46,642,3512.56,4,0,644
869,1,2010,407,185,1428,4524.06,10,0,2337
870,2,2010,20,0,94,306.02,14,0,94
871,0,2011,140,30,578,3575.36,4,0,562
872,1,2011,388,217,1293,4206.6,10,0,2354
873,2,2011,8,1,48,185.18,14,0,56
874,0,2007,4,0,21,149.4,4,0,39
875,1,2007,12,8,62,189.63,10,0,127
876,2,2007,2,0,10,55.28,14,0,31
877,0,2008,328,0,1446,21395.04,4,0,4635
878,1,2008,406,455,2025,13166.63,10,0,8998
879,2,2008,77,0,320,2865.21,14,0,1116
880,0,2009,304,8,1303,16687.98,4,0,3250
881,1,2009,336,565,1801,13530.92,10,0,7779
882,2,2009,77,0,267,2266.43,14,0,787
883,0,2010,315,42,1373,17300.6,4,0,3691
884,1,2010,428,675,2087,13448.33,10,0,7723
885,2,2010,72,1,318,2139.28,14,0,810
886,0,2011,292,8,1253,15550.08,4,0,2764
887,1,2011,439,643,2191,12901.23,10,0,6892
888,2,2011,59,0,269,1586.84,14,0,474
889,0,2007,7,0,24,204.38,4,0,45
890,1,2007,12,15,44,190.28,8,0,104
891,2,2007,1,0,7,15.51,14,0,9
892,0,2008,292,0,1422,13100.13,4,0,2602
893,1,2008,532,810,2297,13338.48,10,0,7543
894,2,2008,61,0,291,2183.56,14,0,743
895,0,2009,290,7,1255,12893.82,4,0,2410
896,1,2009,430,653,1971,12494.26,10,0,6440
897,2,2009,51,0,231,1863.39,14,0,535
898,0,2010,322,26,1531,13944.12,4,0,2871
899,1,2010,503,491,2153,12662.19,10,0,7062
900,2,2010,57,0,305,1953.96,14,0,570
901,0,2011,345,20,1452,14336.28,4,0,2397
902,1,2011,445,268,2079,11992.11,10,0,6087
903,2,2011,59,0,265,1620.0,14,0,389
904,0,2007,5,1,24,169.63,4,0,35
905,1,2007,15,17,56,216.07,10,0,135
906,2,2007,1,0,7,29.92,14,0,20
907,0,2008,258,5,1230,9675.49,4,0,2027
908,1,2008,413,777,2231,10662.95,10,0,6817
909,2,2008,63,0,213,1292.26,14,0,506
910,0,2009,181,13,831,7038.05,4,0,1373
911,1,2009,272,612,1723,8578.38,10,0,5571
912,2,2009,48,0,169,972.18,14,0,321
913,0,2007,1,0,5,21.04,4,0,9
914,1,2007,12,6,28,67.7,10,0,42
915,2,2007,1,1,5,8.91,14,0,9
916,0,2008,172,8,785,3248.27,4,0,773
917,1,2008,378,380,1198,3181.29,10,0,2203
918,2,2008,45,17,199,1221.77,14,0,468
919,0,2009,140,30,615,2877.27,4,0,648
920,1,2009,278,428,1170,3360.56,10,0,2156
921,2,2009,48,0,188,1277.33,14,0,376
922,0,2010,162,39,675,3010.43,4,0,698
923,1,2010,317,290,1207,3398.9,10,0,2012
924,2,2010,36,0,175,1104.53,14,0,311
925,0,2011,159,21,747,3778.09,4,0,733
926,1,2011,315,244,1161,3318.9,10,0,1895
927,2,2011,40,0,181,1094.91,14,0,289
928,0,2007,11,2,27,300.71,4,0,84
929,1,2007,12,18,40,172.24,10,0,113
930,2,2007,1,2,11,117.89,14,0,70
931,0,2008,350,78,1429,17150.63,4,0,4006
932,1,2008,317,520,1298,8195.37,10,0,4835
933,2,2008,60,10,307,2593.29,14,0,1000
934,0,2009,374,55,1388,17026.36,4,0,3924
935,1,2009,305,520,1331,10749.82,10,0,6200
936,2,2009,91,3,321,2708.34,14,0,979
937,0,2010,293,46,1250,15428.13,4,0,3621
938,1,2010,270,652,1346,8836.77,10,0,5190
939,2,2010,68,0,278,2380.88,14,0,862
940,0,2011,388,36,1543,21185.21,4,0,3968
941,1,2011,402,249,1989,11488.99,10,0,6951
942,2,2011,94,7,380,3056.53,14,0,1021
943,0,2007,7,2,22,150.56,4,0,36
944,1,2007,13,12,60,193.36,10,0,117
945,2,2007,1,1,8,40.16,14,0,31
946,0,2008,293,35,1247,10931.57,4,0,2558
947,1,2008,446,802,2273,12056.04,10,0,8479
948,2,2008,53,5,260,1435.95,14,0,576
949,0,2009,293,20,1139,9767.94,4,0,2266
950,1,2009,350,777,2037,11483.63,10,0,8045
951,2,2009,60,0,252,1235.34,14,0,429
952,0,2010,322,38,1362,10797.65,4,0,2480
953,1,2010,641,878,2717,12552.24,10,0,9865
954,2,2010,63,0,238,1203.06,14,0,414
955,0,2011,341,5,1340,14371.93,4,0,2563
956,1,2011,556,641,2817,12877.96,10,0,8942
957,2,2011,63,0,252,1107.74,14,0,337
958,0,2007,4,0,21,170.18,4,0,57
959,1,2007,17,15,62,382.57,10,0,197
960,2,2007,2,0,8,47.28,14,0,32
961,0,2008,290,18,1436,11608.22,4,0,2577
962,1,2008,471,748,2283,13903.13,10,0,6760
963,2,2008,52,0,293,1949.11,14,0,657
964,0,2009,339,7,1388,11576.25,4,0,2478
965,1,2009,456,720,2123,14190.52,10,0,6413
966,2,2009,63,3,280,1920.83,14,0,587
967,0,2010,272,59,1257,10543.04,4,0,2340
968,1,2010,354,436,1876,11900.28,10,0,5622
969,2,2010,51,11,272,1909.94,14,0,553
970,0,2011,312,13,1385,14489.71,4,0,2740
971,1,2011,511,526,2543,15282.81,10,0,6286
972,2,2011,74,0,333,2273.59,14,0,646
973,0,2007,3,1,14,47.93,4,0,12
974,1,2007,4,9,19,101.3,0,0,70
975,2,2007,1,0,2,8.47,14,0,3
976,0,2008,89,48,478,2250.73,4,0,398
977,1,2008,378,470,1331,5997.65,10,0,3953
978,2,2008,36,18,146,526.92,14,0,178
979,0,2009,86,40,374,1752.32,4,0,310
980,1,2009,476,527,1337,6961.92,10,0,3808
981,2,2009,27,29,146,505.44,14,0,157
982,0,2010,100,79,418,1717.77,4,0,358
983,1,2010,441,522,1359,5451.84,10,0,3114
984,2,2010,40,6,131,477.34,14,0,168
985,0,2011,120,56,413,1924.0,4,0,342
986,1,2011,529,567,1515,5411.42,10,0,3124
987,2,2011,27,3,86,338.81,14,0,103
988,0,2007,3,0,12,38.78,4,0,13
989,1,2007,5,2,19,38.8,10,0,23
990,2,2007,0,0,1,7.59,14,0,1
991,0,2008,89,16,356,2697.9,4,0,649
992,1,2008,128,92,767,1997.03,10,0,1200
993,2,2008,5,0,36,238.79,14,0,46
994,0,2009,95,53,384,2467.67,4,0,612
995,1,2009,152,189,789,1926.97,10,0,1067
996,2,2009,2,0,19,160.76,14,0,34
997,0,2010,142,113,540,3448.73,4,0,950
998,1,2010,136,153,800,1636.5,10,0,995
999,2,2010,6,0,44,220.78,14,0,58
1000,0,2011,143,61,566,4456.77,4,0,897
1001,1,2011,147,202,803,1844.82,10,0,1200
1002,2,2011,7,0,38,229.7,14,0,56
1003,0,2007,0,0,3,18.98,6,0,3
1004,1,2007,6,4,16,20.36,10,0,21
1005,2,2007,1,0,3,2.99,14,0,1
1006,0,2008,46,2,209,629.26,4,0,120
1007,1,2008,125,82,600,1657.92,10,0,1417
1008,2,2008,12,0,33,88.6,14,0,29
1009,0,2008,35,2,176,704.24,4,0,132
1010,1,2008,78,69,406,1379.57,10,0,1098
1011,2,2008,4,0,22,71.25,14,0,25
1012,0,2009,117,23,455,2026.02,4,0,367
1013,1,2009,273,493,1344,4911.79,10,0,4119
1014,2,2009,16,5,61,231.83,14,0,67
1015,0,2010,131,74,454,2289.67,4,0,405
1016,1,2010,373,366,1519,4834.95,10,0,4328
1017,2,2010,16,5,71,237.45,14,0,76
1018,0,2011,96,35,346,2000.01,4,0,318
1019,1,2011,577,685,1296,4369.06,10,0,3476
1020,2,2011,2,0,21,103.28,14,0,26
1021,0,2007,1,0,10,44.09,4,0,12
1022,1,2007,6,1,22,39.92,10,0,36
1023,2,2007,0,0,2,9.98,14,0,2
1024,0,2008,53,12,286,1844.63,4,0,444
1025,1,2008,105,94,603,2021.55,10,0,1405
1026,2,2008,2,0,30,175.84,14,0,37
1027,0,2009,96,27,383,2203.81,4,0,508
1028,1,2009,139,156,704,2700.67,10,0,1610
1029,2,2009,1,0,32,193.36,14,0,37
1030,0,2010,138,25,472,2534.09,4,0,602
1031,1,2010,195,176,799,2893.62,10,0,1754
1032,2,2010,9,0,53,235.9,14,0,56
1033,0,2011,141,1,592,3566.71,4,0,658
1034,1,2011,188,193,868,3072.19,10,0,1684
1035,2,2011,8,0,52,265.69,14,0,68
1036,0,2007,3,0,10,59.45,4,0,16
1037,1,2007,5,2,24,48.19,10,0,39
1038,2,2007,0,0,1,2.39,14,0,1
1039,0,2008,80,3,328,2021.62,4,0,421
1040,1,2008,103,76,567,1843.16,10,0,1092
1041,2,2008,7,0,53,427.6,14,0,85
1042,0,2009,98,3,398,2456.48,4,0,552
1043,1,2009,93,116,587,1969.9,10,0,1143
1044,2,2009,11,0,73,651.06,14,0,117
1045,0,2010,136,9,550,2993.73,4,0,699
1046,1,2010,177,326,794,2339.18,10,0,1513
1047,2,2010,16,1,79,512.48,14,0,120
1048,0,2011,155,33,660,3736.66,4,0,792
1049,1,2011,137,151,774,2198.86,10,0,1369
1050,2,2011,24,0,82,618.0,14,0,138
1051,0,2007,4,8,22,155.28,4,0,35
1052,1,2007,8,1,21,72.5,10,0,58
1053,2,2007,2,1,8,58.4,14,0,20
1054,0,2008,253,311,1176,13011.28,4,0,2529
1055,1,2008,265,153,1176,3378.47,10,0,2436
1056,2,2008,60,57,250,1343.96,14,0,454
1057,0,2009,274,126,1005,11889.82,4,0,2217
1058,1,2009,343,462,1343,4730.74,10,0,3026
1059,2,2009,76,58,243,1448.46,14,0,451
1060,0,2010,286,85,1175,12860.01,4,0,2415
1061,1,2010,426,418,1615,5276.53,10,0,3204
1062,2,2010,70,50,259,1354.94,14,0,434
1063,0,2011,291,74,1068,12077.68,4,0,2011
1064,1,2011,495,239,1678,5585.27,10,0,3385
1065,2,2011,56,8,133,719.75,14,0,204
1066,0,2007,4,0,20,227.09,4,0,84
1067,1,2007,22,16,70,163.26,10,0,100
1068,2,2007,1,0,7,64.86,14,0,54
1069,0,2008,290,0,1377,20526.01,4,0,4771
1070,1,2008,533,691,2008,8363.89,10,0,5091
1071,2,2008,62,0,286,2657.22,14,0,972
1072,0,2009,305,38,1310,15984.17,4,0,3327
1073,1,2009,423,647,1747,9550.78,10,0,4812
1074,2,2009,88,0,279,2044.03,14,0,690
1075,0,2010,337,6,1462,17906.76,4,0,3926
1076,1,2010,518,398,2075,11302.14,10,0,5932
1077,2,2010,80,0,304,2120.56,14,0,704
1078,0,2011,342,9,1484,21199.92,4,0,3834
1079,1,2011,477,226,1906,9074.24,10,0,4507
1080,2,2011,74,0,286,1379.24,14,0,454
1081,0,2008,79,0,391,2764.61,4,0,548
1082,1,2008,97,130,582,2223.84,10,0,1378
1083,2,2008,7,0,41,271.08,14,0,54
1084,0,2009,124,21,490,3943.92,4,0,828
1085,1,2009,150,208,729,2274.37,10,0,1347
1086,2,2009,12,1,52,381.85,14,0,73
1087,0,2010,179,23,705,5148.45,4,0,1152
1088,1,2010,201,160,848,2537.77,10,0,1459
1089,2,2010,10,0,59,455.94,14,0,72
1090,0,2011,186,38,750,6531.15,4,0,1195
1091,1,2011,245,242,1022,3493.46,10,0,2007
1092,2,2011,12,0,55,346.37,14,0,64
1093,0,2007,3,0,14,55.54,4,0,10
1094,1,2007,10,2,39,137.27,10,0,209
1095,2,2007,2,0,9,45.35,14,0,15
1096,0,2008,140,20,688,3439.22,4,0,604
1097,1,2008,230,123,1760,8282.36,10,0,9821
1098,2,2008,56,7,241,1136.59,14,0,335
1099,0,2009,76,5,289,1414.61,4,0,282
1100,1,2009,106,52,830,4322.89,10,0,3318
1101,2,2009,29,8,101,454.9,14,0,140
1102,0,2007,6,0,20,111.68,4,0,22
1103,1,2007,8,2,29,71.31,10,0,54
1104,2,2007,2,0,7,24.52,14,0,8
1105,0,2008,189,14,1021,6598.72,4,0,1243
1106,1,2008,257,65,1542,7897.76,10,0,5389
1107,2,2008,50,0,216,1019.65,14,0,357
1108,0,2009,116,16,448,2955.41,4,0,567
1109,1,2009,98,38,689,4078.37,10,0,2896
1110,2,2009,28,2,116,593.13,14,0,179
1111,0,2007,3,2,12,82.03,4,0,19
1112,1,2007,9,1,34,39.66,8,0,41
1113,2,2007,3,2,6,17.64,14,0,6
1114,0,2008,160,15,706,4982.55,4,0,838
1115,1,2008,179,71,739,1929.97,10,0,1164
1116,2,2008,29,33,125,484.19,14,0,152
1117,0,2009,153,9,629,4374.78,4,0,744
1118,1,2009,139,64,624,1771.27,10,0,942
1119,2,2009,30,18,124,561.38,14,0,166
1120,0,2010,244,67,760,4957.71,4,0,969
1121,1,2010,216,203,877,2391.78,10,0,1422
1122,2,2010,32,0,128,530.89,14,0,151
1123,0,2011,160,55,635,4011.68,4,0,637
1124,1,2011,302,350,942,3094.12,10,0,1922
1125,2,2011,25,2,87,384.89,14,0,109
1126,0,2008,29,0,147,981.61,4,0,195
1127,1,2008,61,115,305,1293.14,10,0,714
1128,2,2008,6,0,33,144.41,14,0,67
1129,0,2009,211,17,950,5784.69,4,0,1136
1130,1,2009,448,699,1757,8699.61,10,0,4329
1131,2,2009,44,0,168,843.53,14,0,303
1132,0,2010,208,62,1057,6106.66,4,0,1289
1133,1,2010,414,603,1767,8132.67,10,0,4340
1134,2,2010,33,0,167,735.72,14,0,228
1135,0,2011,253,74,1077,6354.67,4,0,1167
1136,1,2011,500,529,1993,8406.37,10,0,4183
1137,2,2011,53,0,196,621.59,14,0,220
1138,0,2007,4,0,19,215.88,4,0,49
1139,1,2007,12,8,44,187.21,12,0,102
1140,2,2007,1,0,8,38.33,14,0,17
1141,0,2008,228,0,1151,11360.51,4,0,2468
1142,1,2008,383,689,1759,13667.03,10,0,9527
1143,2,2008,46,1,241,1863.61,14,0,621
1144,0,2009,306,0,1282,12606.02,4,0,2711
